filename	tile_size	pattern_width	rotations	output_size	ground	attempt_limit	output_periodic	input_periodic	location heuristic	choice heuristic	global constraint	backtracking	attempts	time_start	time_adjacency	adjacency_duration	time solve start	time solve end	solve duration	pattern count	choices	wave	backtracks	propagations	outcome	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	1	1627596834.7415915	1627596834.8376794	0.0009999275207519531	1627596834.8386793	None	24.18406629562378	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	2	1627596834.7415915	1627596834.8376794	24.1860671043396	1627596859.0237465	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	3	1627596834.7415915	1627596834.8376794	24.187068223953247	1627596859.0247476	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	4	1627596834.7415915	1627596834.8376794	24.187068223953247	1627596859.0247476	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	5	1627596834.7415915	1627596834.8376794	24.188068866729736	1627596859.0257483	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	6	1627596834.7415915	1627596834.8376794	24.188068866729736	1627596859.0257483	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	7	1627596834.7415915	1627596834.8376794	24.188068866729736	1627596859.0257483	None	0.0010025501251220703	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	8	1627596834.7415915	1627596834.8376794	24.18907141685486	1627596859.0267508	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	9	1627596834.7415915	1627596834.8376794	24.18907141685486	1627596859.0267508	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	10	1627596834.7415915	1627596834.8376794	24.18907141685486	1627596859.0267508	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	1	1627596859.0277507	1627596859.1167414	0.0010006427764892578	1627596859.117742	None	23.981356620788574	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	2	1627596859.0277507	1627596859.1167414	23.982357263565063	1627596883.0990987	None	0.0010018348693847656	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	3	1627596859.0277507	1627596859.1167414	23.98335909843445	1627596883.1001005	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	4	1627596859.0277507	1627596859.1167414	23.98335909843445	1627596883.1001005	None	0.0009999275207519531	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	5	1627596859.0277507	1627596859.1167414	23.9843590259552	1627596883.1011004	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	6	1627596859.0277507	1627596859.1167414	23.9843590259552	1627596883.1011004	None	0.001001119613647461	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	7	1627596859.0277507	1627596859.1167414	23.985360145568848	1627596883.1021016	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	8	1627596859.0277507	1627596859.1167414	23.985360145568848	1627596883.1021016	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	9	1627596859.0277507	1627596859.1167414	23.986361265182495	1627596883.1031027	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	10	1627596859.0277507	1627596859.1167414	23.986361265182495	1627596883.1031027	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	1	1627596883.1041028	1627596883.1901815	0.001001119613647461	1627596883.1911826	None	24.719871997833252	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	2	1627596883.1041028	1627596883.1901815	24.721874237060547	1627596907.9120557	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	3	1627596883.1041028	1627596883.1901815	24.721874237060547	1627596907.9120557	None	0.001001119613647461	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	4	1627596883.1041028	1627596883.1901815	24.722875356674194	1627596907.9130569	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	5	1627596883.1041028	1627596883.1901815	24.722875356674194	1627596907.9130569	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	6	1627596883.1041028	1627596883.1901815	24.723875999450684	1627596907.9140575	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	7	1627596883.1041028	1627596883.1901815	24.723875999450684	1627596907.9140575	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	8	1627596883.1041028	1627596883.1901815	24.723875999450684	1627596907.9140575	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	9	1627596883.1041028	1627596883.1901815	24.724876880645752	1627596907.9150584	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	lexical	weighted	None	False	10	1627596883.1041028	1627596883.1901815	24.724876880645752	1627596907.9150584	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	1	1627596907.9160595	1627596908.005141	0.0010006427764892578	1627596908.0061417	None	24.550647020339966	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	2	1627596907.9160595	1627596908.005141	24.55264902114868	1627596932.55779	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	3	1627596907.9160595	1627596908.005141	24.55264902114868	1627596932.55779	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	4	1627596907.9160595	1627596908.005141	24.55364966392517	1627596932.5587907	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	5	1627596907.9160595	1627596908.005141	24.55364966392517	1627596932.5587907	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	6	1627596907.9160595	1627596908.005141	24.55364966392517	1627596932.5587907	None	0.0010006427764892578	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	7	1627596907.9160595	1627596908.005141	24.55465030670166	1627596932.5597913	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	8	1627596907.9160595	1627596908.005141	24.55465030670166	1627596932.5597913	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	9	1627596907.9160595	1627596908.005141	24.55465030670166	1627596932.5597913	None	0.0010013580322265625	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	10	1627596907.9160595	1627596908.005141	24.555651664733887	1627596932.5607927	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	1	1627596932.5607927	1627596932.6478717	0.0010006427764892578	1627596932.6488724	None	24.508522748947144	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	2	1627596932.5607927	1627596932.6478717	24.51052451133728	1627596957.1583962	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	3	1627596932.5607927	1627596932.6478717	24.51052451133728	1627596957.1583962	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	4	1627596932.5607927	1627596932.6478717	24.511525630950928	1627596957.1593974	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	5	1627596932.5607927	1627596932.6478717	24.511525630950928	1627596957.1593974	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	6	1627596932.5607927	1627596932.6478717	24.511525630950928	1627596957.1593974	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	7	1627596932.5607927	1627596932.6478717	24.512526273727417	1627596957.160398	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	8	1627596932.5607927	1627596932.6478717	24.512526273727417	1627596957.160398	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	9	1627596932.5607927	1627596932.6478717	24.512526273727417	1627596957.160398	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	10	1627596932.5607927	1627596932.6478717	24.5135281085968	1627596957.1613998	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	1	1627596957.1613998	1627596957.2474778	0.0020017623901367188	1627596957.2494795	None	24.027329683303833	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	2	1627596957.1613998	1627596957.2474778	24.030332565307617	1627596981.2778103	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	3	1627596957.1613998	1627596957.2474778	24.030332565307617	1627596981.2778103	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	4	1627596957.1613998	1627596957.2474778	24.031333923339844	1627596981.2788117	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	5	1627596957.1613998	1627596957.2474778	24.031333923339844	1627596981.2788117	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	6	1627596957.1613998	1627596957.2474778	24.032334327697754	1627596981.279812	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	7	1627596957.1613998	1627596957.2474778	24.032334327697754	1627596981.279812	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	8	1627596957.1613998	1627596957.2474778	24.0333354473114	1627596981.2808132	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	9	1627596957.1613998	1627596957.2474778	24.0333354473114	1627596981.2808132	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	10	1627596957.1613998	1627596957.2474778	24.0333354473114	1627596981.2808132	None	0.001001119613647461	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	1	1627596981.2818143	1627596981.3678923	0.001001119613647461	1627596981.3688934	None	42.83039999008179	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	2	1627596981.2818143	1627596981.3678923	42.83240246772766	1627597024.2002947	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	3	1627596981.2818143	1627596981.3678923	42.83240246772766	1627597024.2002947	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	4	1627596981.2818143	1627596981.3678923	42.83340334892273	1627597024.2012956	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	5	1627596981.2818143	1627596981.3678923	42.83340334892273	1627597024.2012956	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	6	1627596981.2818143	1627596981.3678923	42.83340334892273	1627597024.2012956	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	7	1627596981.2818143	1627596981.3678923	42.83440351486206	1627597024.2022958	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	8	1627596981.2818143	1627596981.3678923	42.834609031677246	1627597024.2025013	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	9	1627596981.2818143	1627596981.3678923	42.834609031677246	1627597024.2025013	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	random	weighted	None	False	10	1627596981.2818143	1627596981.3678923	42.835405111312866	1627597024.2032974	None	0.0	13	1200	1200	0	2400	contradiction	
