filename	tile_size	pattern_width	rotations	output_size	ground	attempt_limit	output_periodic	input_periodic	location heuristic	choice heuristic	global constraint	backtracking	attempts	time_start	time_adjacency	adjacency_duration	time solve start	time solve end	solve duration	pattern count	choices	wave	backtracks	propagations	outcome	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	1	1627596193.2009428	1627596193.3050373	0.0020017623901367188	1627596193.307039	None	23.570071697235107	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	2	1627596193.2009428	1627596193.3050373	23.573078393936157	1627596216.8781157	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	3	1627596193.2009428	1627596193.3050373	23.573078393936157	1627596216.8781157	None	0.0010013580322265625	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	4	1627596193.2009428	1627596193.3050373	23.574079751968384	1627596216.879117	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	5	1627596193.2009428	1627596193.3050373	23.574079751968384	1627596216.879117	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	6	1627596193.2009428	1627596193.3050373	23.575079917907715	1627596216.8801172	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	7	1627596193.2009428	1627596193.3050373	23.575079917907715	1627596216.8801172	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	8	1627596193.2009428	1627596193.3050373	23.576080799102783	1627596216.881118	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	9	1627596193.2009428	1627596193.3050373	23.576080799102783	1627596216.881118	None	0.0	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	10	1627596193.2009428	1627596193.3050373	23.576080799102783	1627596216.881118	None	0.0010006427764892578	13	1200	1200	0	2400	contradiction	
Knot	1	2	7	(120, 120)	0	10	True	True	entropy	weighted	None	False	1	1627596216.8821187	1627596216.9675722	0.0009920597076416016	1627596216.9685643	None	24.58629584312439	13	1200	1200	0	2400	contradiction	
